MAL_ID,Name,Score,Genres,English name,Japanese name,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching
3358,Kure-nai,7.38,"Comedy, Drama, Martial Arts",Kurenai,紅,12,"Apr 4, 2008 to Jun 20, 2008",Spring 2008,"Yomiko Advertising, Pony Canyon, Half H.P Studio, Shueisha",Sentai Filmworks,Brain's Base,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1979.0,1655,80419,236,3274
3359,Amatsuki,6.92,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural",Amatsuki,あまつき,13,"Apr 5, 2008 to Jun 28, 2008",Spring 2008,"Frontier Works, Sotsu",Unknown,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3910.0,2190,52716,141,2718
3363,RD Sennou Chousashitsu,7.13,"Action, Sci-Fi",Unknown,RD 潜脳調査室,26,"Apr 9, 2008 to Oct 1, 2008",Spring 2008,"VAP, Nippon Television Network, D.N. Dream Partners",Unknown,Production I.G,Original,22 min. per ep.,R - 17+ (violence & profanity),3087.0,3410,23004,46,1586
3366,Persona: Trinity Soul,6.58,"Action, Sci-Fi, Super Power",Persona:Trinity Soul,ペルソナ 〜トリニティ・ソウル〜,26,"Jan 5, 2008 to Jun 28, 2008",Winter 2008,Aniplex,"NIS America, Inc.",A-1 Pictures,Original,23 min. per ep.,PG-13 - Teens 13 or older,5500.0,1813,70473,175,4398
3407,Blassreiter,6.94,"Action, Sci-Fi",Blassreiter,ブラスレイター,24,"Apr 6, 2008 to Sep 28, 2008",Spring 2008,"Nitroplus, Sotsu Music Publishing",Funimation,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),3833.0,1752,74743,236,3791
3420,Shigofumi,7.49,"Drama, Fantasy, Psychological, Supernatural, Thriller",Shigofumi:Letters from the Departed,シゴフミ,12,"Jan 6, 2008 to Mar 23, 2008",Winter 2008,"Bandai Visual, Genco, Lantis, Rakuonsha",Sentai Filmworks,J.C.Staff,Original,24 min. per ep.,R - 17+ (violence & profanity),1594.0,1703,77715,344,3055
3455,To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",To LOVE Ru,To LOVEる -とらぶる-,26,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,"Geneon Universal Entertainment, TBS, Shueisha",Sentai Filmworks,Xebec,Manga,24 min. per ep.,R+ - Mild Nudity,3337.0,245,483606,3840,25729
3457,Vampire Knight,7.03,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",Vampire Knight,ヴァンパイア騎士〈ナイト〉,13,"Apr 8, 2008 to Jul 1, 2008",Spring 2008,"TV Tokyo, Aniplex, Nihon Ad Systems",VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3546.0,254,479832,8751,15986
3464,Kemeko Deluxe!,6.59,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",Unknown,ケメコデラックス！,12,"Oct 5, 2008 to Dec 21, 2008",Fall 2008,"Geneon Universal Entertainment, YTV, KlockWorx, AC Create, Yomiuri Advertising",Unknown,Hal Film Maker,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5450.0,2674,36300,54,1874
3467,Nogizaka Haruka no Himitsu,7.24,"Comedy, Romance",Haruka Nogizaka's Secret,乃木坂春香の秘密,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,"Geneon Universal Entertainment, ASCII Media Works, Studio Mausu",Discotek Media,Diomedéa,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2612.0,1234,117124,436,4195
3470,Special A,7.56,"Comedy, Romance, School, Shoujo",Special A (S.A),スペシャル・エー,24,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,Showgate,Sentai Filmworks,"Gonzo, AIC",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1405.0,472,297695,3081,11998
3503,Kanokon,6.46,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",Kanokon:The Girl Who Cried Fox,かのこん,12,"Apr 5, 2008 to Jun 21, 2008",Spring 2008,"Media Factory, Movic, AT-X",Media Blasters,Xebec,Light novel,24 min. per ep.,R+ - Mild Nudity,6106.0,713,205957,632,9621
3549,Allison to Lillia,7.35,"Action, Adventure, Shounen",Allison & Lillia,アリソンとリリア,26,"Apr 3, 2008 to Oct 2, 2008",Spring 2008,Unknown,Sentai Filmworks,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2119.0,2606,38148,170,2020
3572,Macross F,7.92,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",Macross Frontier,マクロスF（フロンティア）,25,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,"Bandai Visual, Mainichi Broadcasting System, Big West",Unknown,Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,652.0,1141,129291,1895,6615
3577,Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi",Unknown,狂乱家族日記,26,"Apr 12, 2008 to Oct 4, 2008",Spring 2008,Lantis,Unknown,Nomad,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2427.0,3178,26601,115,1803
3588,Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen",Soul Eater,ソウルイーター,51,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,"TV Tokyo, Aniplex, Dentsu, Media Factory",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,700.0,43,1218423,23856,87632
3594,Tears to Tiara,7.2,"Action, Adventure, Fantasy, Magic",Tears to Tiara,ティアーズ・トゥ・ティアラ,26,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,"Dwango, Bushiroad, Showgate, Good Smile Company",Sentai Filmworks,White Fox,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2787.0,1821,69340,189,5063
3604,Hidamari Sketch x 365,7.84,"Slice of Life, Comedy, School, Seinen",Hidamari Sketch x 365,ひだまりスケッチ×365,13,"Jul 4, 2008 to Sep 26, 2008",Summer 2008,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,754.0,3140,27309,156,1039
3613,Toshokan Sensou,7.48,"Action, Military, Comedy, Romance",Library Wars,図書館戦争,12,"Apr 11, 2008 to Jun 27, 2008",Spring 2008,"Fuji TV, Code, Asmik Ace, ASCII Media Works, Sony Music Entertainment, Atelier Musa",Discotek Media,Production I.G,Novel,23 min. per ep.,PG-13 - Teens 13 or older,1656.0,1967,61809,385,2691
3615,Neo Angelique Abyss,6.85,"Comedy, Fantasy, Harem, Romance, Shoujo",Unknown,ネオアンジェリーク Abyss,13,"Apr 7, 2008 to Jun 30, 2008",Spring 2008,Koei,Sentai Filmworks,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4240.0,2816,33135,133,1683
3616,Kamen no Maid Guy,7.03,"Action, Comedy, Ecchi, Super Power",Unknown,仮面のメイドガイ,12,"Apr 6, 2008 to Jun 22, 2008",Spring 2008,"Geneon Universal Entertainment, Frontier Works, Rondo Robe, AT-X, KlockWorx, Kinyosha",Discotek Media,Madhouse,Manga,25 min. per ep.,R+ - Mild Nudity,3543.0,2674,36455,71,1805
3653,Kurogane no Linebarrels,6.95,"Action, Mecha, Sci-Fi",Linebarrels of Iron,鉄のラインバレル,24,"Oct 3, 2008 to Mar 20, 2009",Fall 2008,"Akita Shoten, Sotsu Music Publishing",Funimation,Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),3831.0,2580,39055,93,2127
3654,Macademi Wasshoi!,6.97,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",Unknown,まかでみWAっしょい！,12,"Oct 6, 2008 to Dec 22, 2008",Fall 2008,Media Factory,Unknown,Zexcs,Light novel,24 min. per ep.,R+ - Mild Nudity,3749.0,2579,39050,110,2111
3655,Nabari no Ou,7.29,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen",Nabari no Ou,隠の王,26,"Apr 7, 2008 to Sep 29, 2008",Spring 2008,"Square Enix, Kinyosha",Funimation,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2409.0,1007,147403,1422,9075
3656,Monochrome Factor,6.99,"Action, Shounen Ai, Supernatural",Unknown,モノクローム･ファクター,24,"Apr 8, 2008 to Sep 30, 2008",Spring 2008,"Sotsu, Genco",Unknown,A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3687.0,2208,52251,255,3464
3667,Strike Witches,7,"Action, Ecchi, Magic, Military, Sci-Fi",Strike Witches,ストライクウィッチーズ,12,"Jul 4, 2008 to Sep 19, 2008",Summer 2008,"GDH, Kadokawa Shoten, KlockWorx, NTT Docomo",Funimation,Gonzo,Original,24 min. per ep.,R+ - Mild Nudity,3650.0,1019,145016,1045,6602
3673,Nijuu Mensou no Musume,7.57,"Action, Adventure, Mystery",The Daughter of 20 Faces,二十面相の娘,22,"Apr 13, 2008 to Sep 28, 2008",Spring 2008,"PRA, Sakura Create, Fujipacific Music",Unknown,"Bones, Telecom Animation Film",Manga,22 min. per ep.,PG-13 - Teens 13 or older,1353.0,2961,30373,173,1752
3701,Kaiba,8.17,"Adventure, Mystery, Romance, Sci-Fi",Kaiba,カイバ,12,"Apr 11, 2008 to Jul 25, 2008",Spring 2008,"VAP, WOWOW",Discotek Media,Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,339.0,1270,113817,2965,5599
3712,Zero no Tsukaima: Princesses no Rondo,7.4,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero:Rondo of Princesses,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～,12,"Jul 7, 2008 to Sep 22, 2008",Summer 2008,Unknown,Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1919.0,360,368587,890,7323
3713,Jigoku Shoujo Mitsuganae,7.65,"Mystery, Psychological, Supernatural",Hell Girl:Three Vessels,地獄少女 三鼎,26,"Oct 4, 2008 to Apr 4, 2009",Fall 2008,"Aniplex, Tokyo MX",Sentai Filmworks,Studio Deen,Original,24 min. per ep.,R - 17+ (violence & profanity),1161.0,1553,88526,315,3821
3731,Itazura na Kiss,7.53,"Comedy, Romance, Shoujo",ItaKiss,イタズラなKiss,25,"Apr 5, 2008 to Sep 25, 2008",Spring 2008,"Bandai Visual, Trinity Sound",Discotek Media,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1483.0,627,228881,3068,9106
3841,Chi's Sweet Home,7.7,"Comedy, Slice of Life",Unknown,チーズスイートホーム,104,"Mar 31, 2008 to Sep 25, 2008",Spring 2008,"TV Tokyo, Hakuhodo DY Media Partners",Discotek Media,Madhouse,Manga,3 min. per ep.,G - All Ages,1017.0,2134,54396,435,5563
3859,Top Secret: The Revelation,7.32,"Sci-Fi, Mystery, Police, Psychological, Shoujo",Unknown,秘密（トップシークレット） The Revelation,26,"Apr 9, 2008 to Oct 1, 2008",Spring 2008,VAP,Unknown,Madhouse,Manga,22 min. per ep.,R+ - Mild Nudity,2275.0,3980,16585,66,1016
3927,Mobile Suit Gundam 00 Second Season,8.11,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam 00:Second Season,機動戦士ガンダム00 セカンドシーズン,25,"Oct 5, 2008 to Mar 29, 2009",Fall 2008,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),403.0,1167,127119,1402,4138
3958,Kannagi,7.32,"Comedy, School, Shounen, Supernatural",Kannagi:Crazy Shrine Maidens,かんなぎ,13,"Oct 4, 2008 to Dec 27, 2008",Fall 2008,"Aniplex, Sony Music Entertainment, Ichijinsha",Bandai Entertainment,"A-1 Pictures, Ordet",Manga,23 min. per ep.,PG-13 - Teens 13 or older,2265.0,1076,137337,359,6456
3972,Yu☆Gi☆Oh! 5D's,7.42,"Action, Game, Shounen",Yu-Gi-Oh! 5D's,遊☆戯☆王5D's（ファイブディーズ）,154,"Apr 2, 2008 to Mar 30, 2011",Spring 2008,Nihon Ad Systems,4Kids Entertainment,Gallop,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1852.0,1368,102854,1353,7764
3974,Tetsuwan Birdy Decode,7.46,"Action, Sci-Fi, Comedy",Birdy the Mighty:Decode,鉄腕バーディー (2008),13,"Jul 5, 2008 to Sep 27, 2008",Summer 2008,"Aniplex, Shogakukan",Funimation,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1701.0,1656,80455,377,3941
4021,Seiyou Kottou Yougashiten: Antique,7.06,"Comedy, Shoujo, Shounen Ai",Antique Bakery,西洋骨董洋菓子店 ~アンティーク~,12,"Jul 4, 2008 to Sep 19, 2008",Summer 2008,"Fuji TV, Sony Music Entertainment",Nozomi Entertainment,"Nippon Animation, SynergySP, Shirogumi",Manga,22 min. per ep.,PG-13 - Teens 13 or older,3386.0,2890,31703,105,1440
4028,Slayers Revolution,7.29,"Adventure, Comedy, Fantasy",Unknown,スレイヤーズ,13,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,Unknown,"Funimation, NYAV Post",J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2378.0,2851,32451,51,1116
4038,Zettai Karen Children,7.34,"Action, Comedy, Supernatural, Shounen",Psychic Squad,絶対可憐チルドレン,51,"Apr 6, 2008 to Mar 29, 2009",Spring 2008,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio",Sentai Filmworks,SynergySP,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2182.0,2555,39507,115,2501
4039,Golgo 13 (TV),7.54,"Action, Adventure, Drama, Thriller, Seinen",Golgo 13,ゴルゴ13,50,"Apr 12, 2008 to Mar 28, 2009",Spring 2008,"TV Tokyo, Sotsu, Half H.P Studio",Sentai Filmworks,The Answer Studio,Manga,24 min. per ep.,R+ - Mild Nudity,1446.0,2800,33598,195,3196
4063,Sekirei,7.13,"Action, Comedy, Ecchi, Harem, Super Power",Sekirei,セキレイ,12,"Jul 2, 2008 to Sep 17, 2008",Summer 2008,"Aniplex, Movic",Funimation,Seven Arcs,Manga,23 min. per ep.,R+ - Mild Nudity,3066.0,419,329432,1727,13255
4066,Tytania,6.84,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",Tytania,タイタニア,26,"Oct 9, 2008 to Mar 26, 2009",Fall 2008,"Kodansha, Sogo Vision, Magic Capsule, Happinet Pictures, Sony PCL",Sentai Filmworks,Artland,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4268.0,3908,17390,35,1063
4080,Kyou kara Maou! 3rd Series,7.81,"Adventure, Comedy, Demons, Fantasy, Shoujo",Unknown,今日からマ王！第3シリーズ,39,"Apr 3, 2008 to Feb 19, 2009",Spring 2008,Unknown,Discotek Media,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,814.0,3062,28542,145,1997
4081,Natsume Yuujinchou,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends,夏目友人帳,13,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,"Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,204.0,325,412285,13533,25556
4087,Michiko to Hatchin,7.85,"Action, Adventure",Michiko & Hatchin,ミチコとハッチン,22,"Oct 16, 2008 to Mar 19, 2009",Fall 2008,"Media Factory, Shochiku, Yomiko Advertising, Fuji TV",Funimation,Manglobe,Original,22 min. per ep.,R - 17+ (violence & profanity),744.0,1001,148853,1927,11551
4151,Blade of the Immortal,6.82,"Action, Adventure, Historical, Supernatural, Samurai",Blade of the Immortal,無限の住人,13,"Jul 14, 2008 to Dec 29, 2008",Summer 2008,"Production I.G, Kodansha",Media Blasters,Bee Train,Manga,24 min. per ep.,R - 17+ (violence & profanity),4340.0,2084,56587,143,3643
4181,Clannad: After Story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",Clannad ~After Story~,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,"Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,13.0,84,915885,62162,29361
4186,Chrome Shelled Regios,7.35,"Action, Adventure, Fantasy, School, Sci-Fi",Chrome Shelled Regios,鋼殻のレギオス,24,"Jan 11, 2009 to Jun 21, 2009",Winter 2009,AMG MUSIC,Funimation,Zexcs,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2118.0,838,178908,1075,9139
4189,Fuyu no Sonata,7.4,"Drama, Romance",Unknown,冬のソナタ,26,"Oct 17, 2009 to May 1, 2010",Fall 2009,Yoon's Color,Unknown,"Studio Comet, KeyEast, REALTHING",Other,25 min. per ep.,PG-13 - Teens 13 or older,1892.0,3599,20653,72,1152
4192,Hayate no Gotoku!!,7.73,"Action, Harem, Comedy, Parody, Romance, Shounen",Hayate the Combat Butler!!,ハヤテのごとく!!,25,"Apr 4, 2009 to Sep 19, 2009",Spring 2009,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Sentai Filmworks,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,960.0,1397,99880,521,3998
4196,Ikkitousen: Great Guardians,6.78,"Action, Ecchi, Martial Arts, School, Super Power",Unknown,一騎当千:Great Guardians,12,"Jun 11, 2008 to Aug 27, 2008",Summer 2008,"Genco, Media Factory, AT-X, Showgate, Toranoana, Zack Promotion",Funimation,Arms,Manga,24 min. per ep.,R+ - Mild Nudity,4549.0,2145,54244,84,1965
4214,Rosario to Vampire Capu2,6.98,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",Rosario + Vampire Capu2,ロザリオとバンパイア Capu2,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,"GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing",Funimation,Gonzo,Manga,24 min. per ep.,R+ - Mild Nudity,3721.0,394,343119,1374,8131
4224,Toradora!,8.24,"Slice of Life, Comedy, Romance, School",Toradora!,とらドラ！,25,"Oct 2, 2008 to Mar 26, 2009",Fall 2008,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,265.0,17,1567792,50708,72442
4262,Koihime†Musou,6.76,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy",Unknown,恋姫†無双,12,"Jul 9, 2008 to Sep 24, 2008",Summer 2008,Unknown,Sentai Filmworks,Doga Kobo,Visual novel,25 min. per ep.,R+ - Mild Nudity,4624.0,2474,42360,121,2168
4334,Heroman,6.84,"Action, Sci-Fi, Shounen",Unknown,ヒーローマン,26,"Apr 1, 2010 to Sep 23, 2010",Spring 2010,"TV Tokyo, Dentsu, Square Enix",Unknown,Bones,Original,24 min. per ep.,PG - Children,4279.0,2769,34317,72,2265
4382,Suzumiya Haruhi no Yuuutsu (2009),7.23,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",The Melancholy of Haruhi Suzumiya Season 2,涼宮ハルヒの憂鬱,14,"May 22, 2009 to Sep 11, 2009",Spring 2009,Kadokawa Shoten,"Funimation, Bandai Entertainment",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2634.0,307,429192,2134,14002
4415,World Destruction: Sekai Bokumetsu no Rokunin,6.98,"Adventure, Fantasy",Sands of Destruction,ワールド・デストラクション ～世界撲滅の六人～,13,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,Sega,Funimation,Production I.G,Game,25 min. per ep.,PG-13 - Teens 13 or older,3728.0,2345,46845,115,2152
4477,Nodame Cantabile: Paris-hen,8.17,"Comedy, Josei, Music, Romance, Slice of Life",Unknown,のだめカンタービレ 巴里編,11,"Oct 10, 2008 to Dec 19, 2008",Fall 2008,"Fuji TV, Asmik Ace, Sony Music Entertainment",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,340.0,1321,107428,306,2555
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.29,"Slice of Life, Drama, Magic, Romance, Shounen",Someday's Dreamers II:Sora,魔法遣いに大切なこと ～夏のソラ～,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,"Geneon Universal Entertainment, TV Asahi",Sentai Filmworks,Hal Film Maker,Manga,23 min. per ep.,G - All Ages,2401.0,3475,22240,63,1148
4548,Yozakura Quartet,6.84,"Action, Magic, Comedy, Super Power, Supernatural, Shounen",Unknown,夜桜四重奏 ～ヨザクラカルテット～,12,"Oct 3, 2008 to Dec 19, 2008",Fall 2008,TBS,Sentai Filmworks,Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4291.0,1221,119643,173,7600
4550,Hyakko,7.26,"Comedy, School, Slice of Life",Unknown,ヒャッコ,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2525.0,2524,40506,116,1653
4551,Hakushaku to Yousei,7.28,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo",Earl and Fairy,伯爵と妖精,12,"Sep 29, 2008 to Dec 24, 2008",Fall 2008,Unknown,Discotek Media,Artland,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2423.0,1366,102568,618,4508
4581,Shikabane Hime: Aka,7.24,"Action, Horror, Supernatural, Shounen",Corpse Princess:Aka,屍姫 赫,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,"Square Enix, Starchild Records",Funimation,"Gainax, feel.",Manga,24 min. per ep.,R - 17+ (violence & profanity),2613.0,1337,105202,239,5036
4618,RideBack,7.29,"Action, Drama, Mecha, School, Sci-Fi",Ride Back,ライドバック,12,"Jan 12, 2009 to Mar 30, 2009",Winter 2009,Geneon Universal Entertainment,Funimation,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2405.0,2472,42283,133,1767
4654,Toaru Majutsu no Index,7.44,"Action, Magic, Sci-Fi, Super Power",A Certain Magical Index,とある魔術の禁書目録,24,"Oct 5, 2008 to Mar 19, 2009",Fall 2008,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate",Funimation,J.C.Staff,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1764.0,161,635900,7585,40651
4657,Arad Senki: Slap Up Party,6.75,"Action, Adventure, Comedy, Fantasy",Unknown,アラド戦記 ～スラップアップパーティー～,26,"Apr 4, 2009 to Sep 26, 2009",Spring 2009,"Studio Mausu, Sotsu Music Publishing",Unknown,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,4677.0,4201,14658,34,1213
4719,Queen's Blade: Rurou no Senshi,6.18,"Action, Adventure, Ecchi, Fantasy",Queen's Blade:The Exiled Virgin,クイーンズブレイド 流浪の戦士,12,"Apr 2, 2009 to Jun 18, 2009",Spring 2009,"Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana",Media Blasters,Arms,Other,24 min. per ep.,R+ - Mild Nudity,7462.0,1682,78872,173,5091
4720,White Album,6.55,"Drama, Harem, Music, Romance",White Album,ホワイトアルバム,13,"Jan 4, 2009 to Mar 29, 2009",Winter 2009,Unknown,Unknown,Seven Arcs,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,5650.0,1465,94919,179,4836
4722,Skip Beat!,8.13,"Comedy, Drama, Romance, Shoujo",Skip Beat!,スキップ・ビート！,25,"Oct 6, 2008 to Mar 30, 2009",Fall 2008,"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Pied Piper,Hal Film Maker,Manga,24 min. per ep.,PG-13 - Teens 13 or older,381.0,670,219475,5314,7905
4725,Ga-Rei: Zero,7.64,"Action, Super Power, Supernatural, Thriller",Ga-Rei-Zero,喰霊–零–,12,"Oct 6, 2008 to Dec 22, 2008",Fall 2008,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx",Funimation,"AIC Spirits, Asread",Manga,23 min. per ep.,R - 17+ (violence & profanity),1180.0,713,205932,3859,8618
4726,Druaga no Tou: The Sword of Uruk,7.24,"Adventure, Fantasy",Tower of Druaga:The Sword of Uruk,ドルアーガの塔 ～the Sword of URUK～,12,"Jan 9, 2009 to Mar 27, 2009",Winter 2009,Sotsu Music Publishing,Funimation,Gonzo,Game,24 min. per ep.,PG-13 - Teens 13 or older,2596.0,1862,66319,91,2220
4744,Akaneiro ni Somaru Saka,6.47,"Harem, Comedy, Romance, Ecchi, School",Akane Iro ni Somaru Saka,あかね色に染まる坂,12,"Oct 3, 2008 to Dec 19, 2008",Fall 2008,"Marvelous, feng, Delfi Sound, Pony Canyon Enterprise",Sentai Filmworks,TNK,Visual novel,25 min. per ep.,R+ - Mild Nudity,6051.0,1116,133249,262,4922
4752,Vampire Knight: Guilty,7.22,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",Vampire Knight:Guilty,ヴァンパイア騎士〈ナイト〉Guilty,13,"Oct 7, 2008 to Dec 30, 2008",Fall 2008,"TV Tokyo, Aniplex",VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2706.0,464,303271,3349,7405
4789,ef: A Tale of Melodies.,8.04,"Mystery, Supernatural, Drama, Romance",ef - a tale of melodies.,ef - a tale of melodies.,12,"Oct 7, 2008 to Dec 23, 2008",Fall 2008,Unknown,Sentai Filmworks,Shaft,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,486.0,1016,146469,1716,4971
4814,Junjou Romantica 2,7.85,"Comedy, Drama, Romance, Shounen Ai",Junjo Romantica 2,純情ロマンチカ2(に),12,"Oct 12, 2008 to Dec 28, 2008",Fall 2008,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,742.0,1013,147349,1253,3762
4879,Mouryou no Hako,7.19,"Mystery, Psychological, Supernatural, Thriller, Seinen",Unknown,魍魎の匣,13,"Oct 8, 2008 to Dec 31, 2008",Fall 2008,"VAP, Kadokawa Shoten, Nippon Television Network",Unknown,Madhouse,Novel,23 min. per ep.,R - 17+ (violence & profanity),2832.0,2186,52774,223,3155
4884,Tales of the Abyss,7.32,"Adventure, Drama, Fantasy",Tales of the Abyss,テイルズ オブ ジ アビス,26,"Oct 3, 2008 to Mar 28, 2009",Fall 2008,"Bandai Visual, Animax, Bandai Namco Games, Atelier Musa","Funimation, Bandai Entertainment",Sunrise,Game,24 min. per ep.,PG-13 - Teens 13 or older,2272.0,1306,109058,590,6952
4896,Umineko no Naku Koro ni,7.13,"Mystery, Horror, Psychological, Supernatural",Umineko:When They Cry,うみねこのなく頃に,26,"Jul 2, 2009 to Dec 24, 2009",Summer 2009,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic","NIS America, Inc.",Studio Deen,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),3075.0,807,184571,2075,10753
4898,Kuroshitsuji,7.75,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler,黒執事,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound","Funimation, Aniplex of America",A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),924.0,92,875100,23517,53665
